Ticker,Company,Industry
EBMT,Eagle Bancorp Montana Inc. Common Stock,Major Banks
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,Semiconductors
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),Electric Utilities: Central
EBS,Emergent BioSolutions Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
EBTC,Enterprise Bancorp Inc Common Stock,Major Banks
EC,Ecopetrol S.A. American Depositary Shares,Oil & Gas Production
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,Trusts Except Educational Religious and Charitable
ECBK,ECB Bancorp Inc. Common Stock,Banks
ECC           ,Eagle Point Credit Company Inc. Common Stock,Trusts Except Educational Religious and Charitable
ECC^D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock,
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,Trusts Except Educational Religious and Charitable
ECCF,Eagle Point Credit Company Inc. 8.00% Series F Term Preferred Stock due 2029,
ECCU,Eagle Point Credit Company Inc. 7.75% Notes due 2030,
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,Trusts Except Educational Religious and Charitable
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,Trusts Except Educational Religious and Charitable
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,Trusts Except Educational Religious and Charitable
ECDA,ECD Automotive Design Inc. Common Stock,Auto Manufacturing
ECDAW,ECD Automotive Design Inc. Warrant ,Auto Manufacturing
ECF,Ellsworth Growth and Income Fund Ltd.,Finance/Investors Services
ECF^A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),
ECG,Everus Construction Group Inc. Common Stock,Homebuilding
ECL,Ecolab Inc. Common Stock,Package Goods/Cosmetics
ECO,Okeanis Eco Tankers Corp. Common Stock,Marine Transportation
ECOR,electroCore Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,Encore Capital Group Inc Common Stock,Finance Companies
ECVT,Ecovyst Inc. Common Stock,Major Chemicals
ECX,ECARX Holdings Inc. Class A Ordinary shares,EDP Services
ECXWW,ECARX Holdings Inc. Warrants,EDP Services
ED,Consolidated Edison Inc. Common Stock,Power Generation
EDAP,EDAP TMS S.A. American Depositary Shares,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,Edible Garden AG Incorporated Common Stock,Farming/Seeds/Milling
EDBLW,Edible Garden AG Incorporated Warrant,Farming/Seeds/Milling
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,Finance Companies
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,Investment Managers
EDIT,Editas Medicine Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,Electric Utilities: Central
EDR,Endeavor Group Holdings Inc. Class A Common Stock,Services-Misc. Amusement & Recreation
EDRY,EuroDry Ltd. Common Shares ,Marine Transportation
EDSA,Edesa Biotech Inc. Common Shares,Biotechnology: Pharmaceutical Preparations
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,Other Consumer Services
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),Other Consumer Services
EDUC,Educational Development Corporation Common Stock,Consumer Specialties
EE,Excelerate Energy Inc. Class A Common Stock,Oil/Gas Transmission
EEA,The European Equity Fund Inc. Common Stock,Trusts Except Educational Religious and Charitable
EEFT,Euronet Worldwide Inc. Common Stock,Investment Bankers/Brokers/Service
EEIQ,EpicQuest Education Group International Limited Common Stock,Other Consumer Services
EEX,Emerald Holding Inc. Common Stock,Business Services
EFC,Ellington Financial Inc. Common Stock ,Real Estate
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,
EFC^B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,
EFC^C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,
EFC^D,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,
EFOI,Energy Focus Inc. Common Stock,Building Products
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,Trusts Except Educational Religious and Charitable
EFSC,Enterprise Financial Services Corporation Common Stock,Major Banks
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,Major Banks
EFSH,1847 Holdings LLC Common Shares,Professional Services
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,Finance Companies
EFX,Equifax Inc. Common Stock,Finance: Consumer Services
EFXT,Enerflex Ltd Common Shares,Industrial Machinery/Components
EG,Everest Group Ltd. Common Stock,Property-Casualty Insurers
EGAN,eGain Corporation Common Stock,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,Major Banks
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,Trusts Except Educational Religious and Charitable
EGY,VAALCO Energy Inc.  Common Stock,Oil & Gas Production
EH,EHang Holdings Limited ADS,Aerospace
EHAB,Enhabit Inc. Common Stock,Medical/Nursing Services
EHC,Encompass Health Corporation Common Stock,Hospital/Nursing Management
EHGO,Eshallgo Inc. Class A Ordinary Shares,Diversified Commercial Services
EHI,Western Asset Global High Income Fund Inc Common Stock,Investment Managers
EHTH,eHealth Inc. Common Stock,Specialty Insurers
EIC,Eagle Point Income Company Inc. Common Stock,Finance/Investors Services
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,Finance/Investors Services
EICB,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,
EICC,Eagle Point Income Company Inc. 8.00% Series C Term Preferred Stock due 2029,
EIG,Employers Holdings Inc Common Stock,Property-Casualty Insurers
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,Finance/Investors Services
EIX,Edison International Common Stock,Electric Utilities: Central
EJH,E-Home Household Service Holdings Limited Ordinary Shares,Other Consumer Services
EKSO,Ekso Bionics Holdings Inc. Common Stock,Industrial Machinery/Components
EL,Estee Lauder Companies Inc. (The) Common Stock,Package Goods/Cosmetics
ELA,Envela Corporation Common Stock,Consumer Specialties
ELAB,PMGC Holdings Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ELAN,Elanco Animal Health Incorporated Common Stock,Biotechnology: Pharmaceutical Preparations
ELBM,Electra Battery Materials Corporation Common Stock,Industrial Machinery/Components
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,Electric Utilities: Central
ELDN,Eledon Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ELEV,Elevation Oncology Inc. Common stock,Biotechnology: Biological Products (No Diagnostic Substances)
ELF,e.l.f. Beauty Inc. Common Stock,Package Goods/Cosmetics
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),Electric Utilities: Central
ELMD,Electromed Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELME,Elme Communities Common Stock,Real Estate Investment Trusts
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),Electric Utilities: Central
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),Electric Utilities: Central
ELPW,Elong Power Holding Limited Class A Ordinary Shares,
ELS,Equity Lifestyle Properties Inc. Common Stock,Real Estate Investment Trusts
ELSE,Electro-Sensors Inc. Common Stock,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,Electrical Products
ELTX,Elicio Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ELUT,Elutia Inc. Class A Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
ELV,Elevance Health Inc. Common Stock,Medical Specialities
ELVA,Electrovaya Inc. Common Shares,
ELVN,Enliven Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ELWS,Earlyworks Co. Ltd. American Depositary Shares,EDP Services
EM,Smart Share Global Limited American Depositary Shares,Other Consumer Services
EMBC,Embecta Corp. Common Stock,Medical/Dental Instruments
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,Finance/Investors Services
EME,EMCOR Group Inc. Common Stock,Engineering & Construction
EMF,Templeton Emerging Markets Fund Common Stock,Finance/Investors Services
EMKR,EMCORE Corporation Common Stock,Semiconductors
EML,Eastern Company (The) Common Stock,Industrial Machinery/Components
EMN,Eastman Chemical Company Common Stock,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,Investment Managers
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,Electric Utilities: Central
EMR,Emerson Electric Company Common Stock,Consumer Electronics/Appliances
EMX,EMX Royalty Corporation Common Shares (Canada),Metal Mining
ENB,Enbridge Inc Common Stock,Natural Gas Distribution
ENFN,Enfusion Inc. Class A Common Stock,Computer Software: Prepackaged Software
ENFY,Enlightify Inc. Common Stock,Agricultural Chemicals
ENGN,enGene Holdings Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
ENGNW,enGene Holdings Inc. Warrants,Biotechnology: Biological Products (No Diagnostic Substances)
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),Electric Utilities: Central
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,Power Generation
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,Natural Gas Distribution
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,Electric Utilities: Central
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Biotechnology: Pharmaceutical Preparations
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,Power Generation
ENOV,Enovis Corporation Common Stock,Industrial Specialties
ENPH,Enphase Energy Inc. Common Stock,Semiconductors
ENR,Energizer Holdings Inc. Common Stock,Industrial Machinery/Components
ENS,EnerSys Common Stock,Industrial Machinery/Components
ENSC,Ensysce Biosciences Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ENSG,The Ensign Group Inc. Common Stock,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ENTG,Entegris Inc. Common Stock,Plastic Products
ENTO,Entero Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ENTX,Entera Bio Ltd. Ordinary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
ENVA,Enova International Inc. Common Stock,Finance: Consumer Services
ENVB,Enveric Biosciences Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ENVX,Enovix Corporation Common Stock,Industrial Machinery/Components
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,Finance/Investors Services
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),Medical Specialities
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,Investment Managers
EOG,EOG Resources Inc. Common Stock,Oil & Gas Production
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,Finance/Investors Services
EOLS,Evolus Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
EONR,EON Resources Inc. Class A Common Stock,Oil & Gas Production
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,Trusts Except Educational Religious and Charitable
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,Industrial Machinery/Components
EOSEW,Eos Energy Enterprises Inc. Warrant,Industrial Machinery/Components
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,Investment Bankers/Brokers/Service
EP,Empire Petroleum Corporation Common Stock,Oil & Gas Production
EP^C,El Paso Corporation Preferred Stock,
EPAC,Enerpac Tool Group Corp. Common Stock,Industrial Machinery/Components
EPAM,EPAM Systems Inc. Common Stock,EDP Services
EPC,Edgewell Personal Care Company Common Stock,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P. Common Stock,Natural Gas Distribution
EPIX,ESSA Pharma Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
EPM,Evolution Petroleum Corporation Inc. Common Stock,Oil & Gas Production
EPOW,Sunrise New Energy Co. Ltd Class A Ordinary Shares,Business Services
EPR,EPR Properties Common Stock,Real Estate Investment Trusts
EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,
EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,
EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,
EPRT,Essential Properties Realty Trust Inc. Common Stock,Real Estate Investment Trusts
EPRX,Eupraxia Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology
EPSN,Epsilon Energy Ltd. Common Share,Oil & Gas Production
EQ,Equillium Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
EQBK,Equity Bancshares Inc. Class A Common Stock,Major Banks
EQC,Equity Commonwealth Common Shares of Beneficial Interest,Real Estate Investment Trusts
EQH,Equitable Holdings Inc. Common Stock,Specialty Insurers
EQH^A,Equitable Holdings Inc. Depositary Shares,
EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,
EQIX,Equinix Inc. Common Stock REIT,Real Estate Investment Trusts
EQNR,Equinor ASA,Integrated oil Companies
EQR,Equity Residential Common Shares of Beneficial Interest,Real Estate Investment Trusts
EQS,Equus Total Return Inc. Common Stock,Finance/Investors Services
EQT,EQT Corporation Common Stock,Oil & Gas Production
EQV,EQV Ventures Acquisition Corp. Class A Ordinary Shares,
EQX,Equinox Gold Corp. Common Shares,Precious Metals
ERAS,Erasca Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ERC,Allspring Multi-Sector Income Fund Common Stock,Finance/Investors Services
ERH,Allspring Utilities and High Income Fund Common Shares,Finance/Investors Services
ERIC,Ericsson American Depositary Shares,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company Class A Common Stock,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,Industrial Machinery/Components
ERJ,Embraer S.A. Common Stock,Aerospace
ERNA,Eterna Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ERO,Ero Copper Corp. Common Shares,Metal Mining
ES,Eversource Energy (D/B/A) Common Stock,Electric Utilities: Central
ESAB,ESAB Corporation Common Stock,Industrial Machinery/Components
ESCA,Escalade Incorporated Common Stock,Recreational Games/Products/Toys
ESE,ESCO Technologies Inc. Common Stock,Telecommunications Equipment
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),Marine Transportation
ESGL,ESGL Holdings Limited Ordinary Shares,Environmental Services
ESGLW,ESGL Holdings Limited Warrants,Environmental Services
ESGR,Enstar Group Limited Ordinary Shares,Property-Casualty Insurers
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Property-Casualty Insurers
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Property-Casualty Insurers
ESHAR,ESH Acquisition Corp. Right,Blank Checks
ESI,Element Solutions Inc. Common Stock,Major Chemicals
ESLA,Estrella Immunopharma Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
ESLT,Elbit Systems Ltd. Ordinary Shares,Military/Government/Technical
ESNT,Essent Group Ltd. Common Shares,Property-Casualty Insurers
ESOA,Energy Services of America Corporation Common Stock,Water Sewer Pipeline Comm & Power Line Construction
ESP,Espey Mfg. & Electronics Corp. Common Stock,Industrial Machinery/Components
ESPR,Esperion Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ESQ,Esquire Financial Holdings Inc. Common Stock,Commercial Banks
ESRT,Empire State Realty Trust Inc. Class A Common Stock,Real Estate Investment Trusts
