Ticker,Company,Industry,MarketCap
HOUR,Hour Loop Inc. Common Stock,Consumer Discretionary,72044093
HOUS,Anywhere Real Estate Inc. Common Stock,Finance,421681464
HOV,Hovnanian Enterprises Inc. Class A Common Stock,Consumer Discretionary,819120045
HOVNP,Hovnanian Enterprises Inc Dep Shr Srs A Pfd,Consumer Discretionary,104093100
HOVR,New Horizon Aircraft Ltd. Class A Ordinary Share,Industrials,25140886
HOVRW,New Horizon Aircraft Ltd. Warrant,Industrials,1873855
HOWL,Werewolf Therapeutics Inc. Common Stock,Health Care,61497151
HP,Helmerich & Payne Inc. Common Stock,Energy,3428787905
HPE,Hewlett Packard Enterprise Company Common Stock,Technology,32054688167
HPE^C,Hewlett Packard Enterprise Company 7.625% Series C Mandatory Convertible Preferred Stock,,
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,Finance,0
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,Finance,0
HPK,HighPeak Energy Inc. Common Stock,Energy,1787948121
HPKEW,HighPeak Energy Inc. Warrant,Energy,488307397
HPP,Hudson Pacific Properties Inc. Common Stock,Finance,446294261
HPP^C,Hudson Pacific Properties Inc. 4.750% Series C Cumulative Redeemable Preferred Stock,,
HPQ,HP Inc. Common Stock,Technology,30694119899
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,Finance,0
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,Finance,841298011
HQI,HireQuest Inc. Common Stock (DE),Consumer Discretionary,178640000
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,Finance,361826071
HQY,HealthEquity Inc. Common Stock,Consumer Discretionary,9262505421
HR,Healthcare Realty Trust Incorporated Common Stock,Real Estate,5950178147
HRB,H&R Block Inc. Common Stock,Consumer Discretionary,7251117722
HRI,Herc Holdings Inc. Common Stock ,Industrials,5995073399
HRL,Hormel Foods Corporation Common Stock,Consumer Staples,16953519031
HRMY,Harmony Biosciences Holdings Inc. Common Stock,Health Care,2167759599
HROW,Harrow Inc. Common Stock,Health Care,1188463140
HROWL,Harrow Inc. 8.625% Senior Notes due 2026,Health Care,893929422
HROWM,Harrow  Inc. 11.875% Senior Notes due 2027,Health Care,954830590
HRTG,Heritage Insurance Holdings Inc. Common Stock,Finance,343356176
HRTX,Heron Therapeutics Inc. Common Stock,Health Care,278333689
HRZN,Horizon Technology Finance Corporation Common Stock,Finance,356644472
HSCS,HeartSciences Inc. Common Stock,Health Care,3298878
HSCSW,HeartSciences Inc. Warrant,Health Care,34409
HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE),Health Care,2553798
HSIC,Henry Schein Inc. Common Stock,Health Care,9347356611
HSII,Heidrick & Struggles International Inc. Common Stock,Consumer Discretionary,764103339
HSON,Hudson Global Inc. Common Stock,Consumer Discretionary,36282154
HSPO,Horizon Space Acquisition I Corp. Ordinary Shares,Finance,0
HSPOR,Horizon Space Acquisition I Corp. Right,Finance,0
HSPOU,Horizon Space Acquisition I Corp. Unit,Finance,0
HSPOW,Horizon Space Acquisition I Corp. Warrant,Finance,0
HSPTU,Horizon Space Acquisition II Corp. Units,,0
HST,Host Hotels & Resorts Inc. Common Stock,Real Estate,11841555902
HSTM,HealthStream Inc. Common Stock,Technology,979359233
HSY,The Hershey Company Common Stock,Consumer Staples,30496884674
HTBI,HomeTrust Bancshares Inc. Common Stock,Finance,643698736
HTBK,Heritage Commerce Corp Common Stock,Finance,584834112
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,Finance,0
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,Finance,926057632
HTGC,Hercules Capital Inc. Common Stock,Finance,3424439887
HTH,Hilltop Holdings Inc.,Finance,1877394344
HTLD,Heartland Express Inc. Common Stock,Industrials,907422546
HTLF,Heartland Financial USA Inc. Common Stock,Finance,2856174167
HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,Finance,1084998811
HTZ,Hertz Global Holdings Inc Common Stock,Consumer Discretionary,1281962900
HTZWW,Hertz Global Holdings Inc Warrant,Consumer Discretionary,723787666
HUBB,Hubbell Inc Common Stock,Technology,24434054138
HUBG,Hub Group Inc. Class A Common Stock,Consumer Discretionary,2774816953
HUBS,HubSpot Inc. Common Stock,Technology,37510200744
HUM,Humana Inc. Common Stock,Health Care,35476793988
HUMA,Humacyte Inc. Common Stock,Health Care,580212277
HUMAW,Humacyte Inc. Warrant,Health Care,195711516
HUN,Huntsman Corporation Common Stock,Industrials,2975466201
HURA,TuHURA Biosciences Inc. Common Stock,Health Care,184360525
HURC,Hurco Companies Inc. Common Stock,Industrials,139434529
HURN,Huron Consulting Group Inc. Common Stock,Consumer Discretionary,2218855989
HUSA,Houston American Energy Corporation Common Stock,Energy,21592779
HUT,Hut 8 Corp. Common Stock,Finance,2436851636
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,Technology,883385969
HVIIU,Hennessy Capital Investment Corp. VII Unit,,0
HVT,Haverty Furniture Companies Inc. Common Stock,Consumer Discretionary,375908059
HVT/A,Haverty Furniture Companies Inc.,,
HWBK,Hawthorn Bancshares Inc. Common Stock,Finance,225671153
HWC,Hancock Whitney Corporation Common Stock,Finance,5074978957
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,Finance,2041756033
HWH,HWH International Inc. Common Stock,Health Care,6403580
HWKN,Hawkins Inc. Common Stock,Consumer Discretionary,2418954982
HWM,Howmet Aerospace Inc. Common Stock,Industrials,51607290242
HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock,,
HXL,Hexcel Corporation Common Stock,Industrials,5475743853
HY,Hyster-Yale Inc. Class A common stock,Industrials,935463073
HYB,New America High Income Fund Inc. (The) Common Stock,Finance,0
HYFM,Hydrofarm Holdings Group Inc. Common Stock,Consumer Discretionary,29357078
HYLN,Hyliion Holdings Corp. Class A Common Stock,Consumer Discretionary,432598743
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,Basic Materials,52725362
HYMCL,Hycroft Mining Holding Corporation Warrants,Basic Materials,358929
HYMCW,Hycroft Mining Holding Corporation  Warrant,Basic Materials,235160
HYPR,Hyperfine Inc. Class A Common Stock,Health Care,71890989
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,Finance,0
HYZN,Hyzon Motors Inc. Class A Common Stock,Energy,5466088
HYZNW,Hyzon Motors Inc. Warrants,Energy,25053
HZO,MarineMax Inc.  (FL) Common Stock,Consumer Discretionary,691845580
IAC,IAC Inc. Common Stock,Technology,3674178481
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,Finance,0
IAF,abrdn Australia Equity Fund Inc. Common Stock,Finance,0
IART,Integra LifeSciences Holdings Corporation Common Stock,Health Care,2010109800
IAS,Integral Ad Science Holding Corp. Common Stock,Technology,1668998786
IBAC,IB Acquisition Corp. Common Stock,,0
IBACR,IB Acquisition Corp. Right,,0
IBCP,Independent Bank Corporation Common Stock,Finance,743829177
IBIO,iBio Inc. Common Stock,Health Care,28088873
IBKR,Interactive Brokers Group Inc. Class A Common Stock,Finance,23843429510
IBM,International Business Machines Corporation Common Stock,Technology,2.08E+11
IBOC,International Bancshares Corporation Common Stock,Finance,4086724617
IBP,Installed Building Products Inc. Common Stock,Consumer Discretionary,5767366556
IBRX,ImmunityBio Inc. Common Stock,Health Care,2208955208
IBTA,Ibotta Inc. Class A Common Stock,Consumer Discretionary,2285738534
ICAD,iCAD Inc. Common Stock,Health Care,64226873
ICCC,ImmuCell Corporation Common Stock,Health Care,45538220
ICCH,ICC Holdings Inc. Common Stock,Finance,73128914
ICCT,iCoreConnect Inc. Common stock,Technology,3335540
ICE,Intercontinental Exchange Inc. Common Stock,Finance,90415572983
ICFI,ICF International Inc. Common Stock,Consumer Discretionary,2315506041
ICHR,Ichor Holdings Ordinary Shares,Technology,986717039
ICMB,Investcorp Credit Management BDC Inc. Common Stock,Finance,44515294
ICU,SeaStar Medical Holding Corporation Common Stock,Health Care,7007142
ICUCW,SeaStar Medical Holding Corporation Warrant,Health Care,133894
ICUI,ICU Medical Inc. Common Stock,Health Care,4218639032
IDA,IDACORP Inc. Common Stock,Utilities,5809073217
IDAI,T Stamp Inc. Class A Common Stock,Technology,7939097
IDCC,InterDigital Inc. Common Stock,Miscellaneous,4482546233
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,Finance,0
IDN,Intellicheck Inc. Common Stock,Technology,57113079
IDT,IDT Corporation Class B Common Stock,Telecommunications,1198326320
IDXX,IDEXX Laboratories Inc. Common Stock,Health Care,35646850779
IDYA,IDEAYA Biosciences Inc. Common Stock,Health Care,2041519092
IEP,Icahn Enterprises L.P. Common Stock,Consumer Discretionary,4936713587
IESC,IES Holdings Inc. Common Stock,Industrials,5692724817
IEX,IDEX Corporation Common Stock,Industrials,16656856061
IFF,International Flavors & Fragrances Inc. Common Stock,Industrials,21950327945
IFN,India Fund Inc. (The) Common Stock,Finance,0
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,Finance,0
IGC,IGC Pharma Inc. Common Stock,Health Care,25891326
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,Finance,0
IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,Finance,0
IGMS,IGM Biosciences Inc. Common Stock,Health Care,100494466
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,Finance,0
IGT,International Game Technology Ordinary Shares,Consumer Discretionary,3438270570
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,Real Estate,88024657
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,Finance,0
IHRT,iHeartMedia Inc. Class A Common Stock,Consumer Discretionary,355919932
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,Finance,22346887
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,Finance,0
III,Information Services Group Inc. Common Stock,Consumer Discretionary,158994301
IIIN,Insteel Industries Inc. Common Stock,Industrials,559602202
IIIV,i3 Verticals Inc. Class A Common Stock,Consumer Discretionary,815367270
IIM,Invesco Value Municipal Income Trust Common Stock,Finance,561997162
IIPR,Innovative Industrial Properties Inc. Common Stock,Finance,1925714689
IIPR^A,Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock,,
IKNA,Ikena Oncology Inc. Common Stock,Health Care,72387167
IKT,Inhibikase Therapeutics Inc. Common Stock,Health Care,188811122
ILLR,Triller Group Inc. Common Stock,Finance,307216438
ILLRW,Triller Group Inc. Warrant,Finance,24779023
ILMN,Illumina Inc. Common Stock,Health Care,21604492000
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,Real Estate,256640357
IMG,CIMG Inc. Common Stock,Consumer Discretionary,3753878
IMKTA,Ingles Markets Incorporated Class A Common Stock,Consumer Staples,1246600897
IMMR,Immersion Corporation Common Stock,Technology,273375221
IMMX,Immix Biopharma Inc. Common Stock,Health Care,56390656
IMNM,Immunome Inc. Common Stock,Health Care,621047608
IMNN,Imunon Inc. Common Stock,Health Care,13887306
IMRX,Immuneering Corporation Class A Common Stock,Health Care,63963923
IMUX,Immunic Inc. Common Stock,Health Care,91880596
IMVT,Immunovant Inc. Common Stock,Health Care,3383385929
IMXI,International Money Express Inc. Common Stock,Consumer Discretionary,609222730
INAB,IN8bio Inc. Common Stock,Health Care,19932895
INBK,First Internet Bancorp Common Stock,Finance,291067881
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,Finance,217997534
INBS,Intelligent Bio Solutions Inc. Common Stock,Health Care,6360883
INBX,Inhibrx Biosciences Inc. Common Stock,Health Care,190358138
INCY,Incyte Corp. Common Stock,Health Care,13984481575
INDB,Independent Bank Corp. Common Stock,Finance,2829169625
INDI,indie Semiconductor Inc. Class A Common Stock,Technology,862183109
INDP,Indaptus Therapeutics Inc. Common Stock,Health Care,9687040
INFA,Informatica Inc. Class A Common Stock,Technology,7560969371
INFN,Infinera Corporation Common Stock,Utilities,1565263368
INFU,InfuSystems Holdings Inc. Common Stock,Health Care,172660408
INGM,Ingram Micro Holding Corporation Common Stock,Technology,5478480805
INGN,Inogen Inc Common Stock,Health Care,272482645
INGR,Ingredion Incorporated Common Stock,Consumer Staples,8845800120
INHD,Inno Holdings Inc. Common Stock,Industrials,15132363
INKT,MiNK Therapeutics Inc. Common Stock,Health Care,36963407
INMB,INmune Bio Inc. Common stock,Health Care,187578935
INN,Summit Hotel Properties Inc. Common Stock,Real Estate,722061536
INN^E,Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock,,
INN^F,Summit Hotel Properties Inc. 5.875% Series F Cumulative Redeemable Preferred Stock $0.01 par value per share,,
INNV,InnovAge Holding Corp. Common Stock,Health Care,505248060
INO,Inovio Pharmaceuticals Inc. Common Stock,Health Care,56897980
INOD,Innodata Inc. Common Stock,Technology,1168133051
INSE,Inspired Entertainment Inc. Common Stock,Technology,251164954
INSG,Inseego Corp. Common Stock,Telecommunications,183648714
INSI,Insight Select Income Fund,Finance,0
INSM,Insmed Incorporated Common Stock,Health Care,14040285544
INSP,Inspire Medical Systems Inc. Common Stock,Health Care,5647864282
INSW,International Seaways Inc. Common Stock ,Consumer Discretionary,1760119744
INTA,Intapp Inc. Common Stock,Technology,5355076738
INTC,Intel Corporation Common Stock,Technology,89839790000
INTG,Intergroup Corporation (The) Common Stock,Real Estate,26792191
INTS,Intensity Therapeutics Inc. Common stock,Health Care,33683249
INTT,inTest Corporation Common Stock,Industrials,109886226
INTU,Intuit Inc. Common Stock,Technology,1.67E+11
INTZ,Intrusion Inc. Common Stock,Telecommunications,15548121
INUV,Inuvo Inc.,Consumer Discretionary,70643299
INV,Innventure Inc. Common Stock,Finance,615877575
INVA,Innoviva Inc. Common Stock,Health Care,1170640215
INVE,Identiv Inc. Common Stock,Technology,88375170
INVH,Invitation Homes Inc. Common Stock,Finance,18690593134
INVX,Innovex International Inc. Common Stock,Industrials,1130388484
INZY,Inozyme Pharma Inc. Common Stock,Health Care,90578679
IONQ,IonQ Inc. Common Stock,Technology,8820147784
IONS,Ionis Pharmaceuticals Inc. Common Stock,Health Care,5486930723
IOR,Income Opportunity Realty Investors Inc. Common Stock,Real Estate,74817675
IOSP,Innospec Inc. Common Stock,Industrials,2854066830
IOT,Samsara Inc. Class A Common Stock,Technology,27044149209
IOVA,Iovance Biotherapeutics Inc. Common Stock,Health Care,1904879938
IP,International Paper Company Common Stock,Basic Materials,20875763906
IPAR,Interparfums Inc. Common Stock,Consumer Discretionary,4513386755
IPDN,Professional Diversity Network Inc. Common Stock,Technology,5026033
IPG,Interpublic Group of Companies Inc. (The) Common Stock,Consumer Discretionary,10631395958
IPGP,IPG Photonics Corporation Common Stock,Technology,3202952805
IPI,Intrepid Potash Inc Common Stock,Industrials,357118186
IPM,Intelligent Protection Management Corp. Common Stock ,Consumer Discretionary,16903686
IPSC,Century Therapeutics Inc. Common Stock,Health Care,76526138
IPW,iPower Inc. Common Stock,Consumer Discretionary,25144994
IPWR,Ideal Power Inc. Common Stock,Technology,59152854
IPX,IperionX Limited American Depositary Share,Basic Materials,653658935
IPXX,Inflection Point Acquisition Corp. II Class A Ordinary Share,Finance,0
IPXXW,Inflection Point Acquisition Corp. II Warrant,Finance,0
IQI,Invesco Quality Municipal Income Trust Common Stock,Finance,517203535
IQV,IQVIA Holdings Inc. Common Stock,Health Care,37085895000
IR,Ingersoll Rand Inc. Common Stock,Industrials,37524486799
IRBT,iRobot Corporation Common Stock,Consumer Discretionary,257305163
IRD,Opus Genetics Inc. Common Stock,Health Care,35988041
IRDM,Iridium Communications Inc Common Stock,Telecommunications,3531558198
IRIX,IRIDEX Corporation Common Stock,Health Care,27283663
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,Real Estate,32588774200
IRMD,iRadimed Corporation Common Stock,Health Care,766489712
IROH,Iron Horse Acquisitions Corp. Common Stock,,0
IROHR,Iron Horse Acquisitions Corp. Right,,0
IROHW,Iron Horse Acquisitions Corp. Warrant,,0
IRON,Disc Medicine Inc. Common Stock,Health Care,1709581703
IROQ,IF Bancorp Inc. Common Stock,Finance,80807927
IRT,Independence Realty Trust Inc. Common Stock,Real Estate,4225078123
IRTC,iRhythm Technologies Inc. Common Stock,Health Care,3463127462
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,Health Care,593705319
ISD,PGIM High Yield Bond Fund Inc.,Finance,0
ISDR,Issuer Direct Corporation Common Stock,Consumer Discretionary,36997878
ISPC,iSpecimen Inc. Common Stock,Health Care,2069670
ISPO,Inspirato Incorporated Class A Common Stock,Finance,59051352
ISPOW,Inspirato Incorporated Warrant,Finance,231447
ISPR,Ispire Technology Inc. Common Stock,Health Care,254909331
ISRG,Intuitive Surgical Inc. Common Stock,Health Care,2.08E+11
ISRL,Israel Acquisitions Corp Class A Ordinary Shares,Finance,0
ISRLU,Israel Acquisitions Corp Unit,Finance,0
ISRLW,Israel Acquisitions Corp Warrant,Finance,0
